Session,Date,Dónde,Key decisions,Open items / follow-ups,Status,What we did
"Session 11 — Fix 404 Vercel, pantalla Seguimiento de reportes, coach Tlaca y bugs de RLS/timezone","June 9, 2026",,"La política RLS para atletas en sub-secciones del reporte requiere completed_at IS NOT NULL — consistente con el patrón de report_on_court y report_physical. Los datos de carácter no se muestran al atleta hasta que el coach marque la sección como completa.

La pantalla de Rendimiento del atleta siempre muestra el reporte más reciente, sin selector de período — la selección de período es una feature del coach en Seguimiento, no del atleta.","Commit + push pendiente (Marco lo hace desde su terminal con el fix de index.lock).
Conectar PTF a Supabase + APIs de AMTP/ITF.
Warning pre-existente en Reclutamiento.jsx línea 47 (useEffect con http://user.id faltante en deps) — no bloquea, pero debería corregirse.
Para que Técnica y Táctica muestren datos en la vista de Marco atleta, se necesita llenar report_on_court para su reporte de junio.",Complete,"Sesión densa de infraestructura y bugs. Se arrancó resolviendo el 404 que aparecía al abrir URLs del portal directo en el browser (ej. /portal/inicio): se agregó un rewrite en vercel.json para que Vercel sirva index.html en cualquier ruta, lo que habilita que el SPA maneje el routing sin que el servidor devuelva 404.

Se construyó la pantalla 'Seguimiento' para coaches en /portal/reportes: muestra todos los atletas del coach con su estado por período (On-court, Physical, Character, Athlete Voice), con checkmarks verdes para secciones completadas, círculos vacíos para pendientes y badge naranja para Athlete Voice sin entregar. Incluye un selector de período con navegación mes a mes. Se conectó al sidebar como nuevo ítem de navegación y se agregó la ruta en App.jsx.

Se creó la cuenta dummy del coach 'Tlaca' en Supabase, lo que requirió varias rondas de debugging por errores de GoTrue: cost factor incorrecto en bcrypt, falta del registro en auth.identities, provider_id incorrecto (UUID en lugar de email), y campo email_change con NULL en vez de string vacío. Finalmente funcionó y se ligaron cuatro atletas (Marco, Sofía, Andrés, Sergio Vera) al coach_id de Tlaca, incluyendo actualizar http://reports.coach_id porque RLS lo requiere.

Se encontraron y resolvieron dos bugs en la vista de Rendimiento del atleta: (1) La política RLS en report_character era coaches_only — los atletas no podían leer su propia evaluación de carácter aunque los datos existían en la BD (etica_trabajo: 5, coachabilidad: 4 para Marco). Se agregó la política athletes_select_completed_character siguiendo el mismo patrón de report_on_court y report_physical. (2) La función fmtPeriod parseaba '2026-06-01' con new Date() que toma la fecha como UTC midnight, resultando en mayo en zona horaria México (UTC-6). Se corrigió parseando año y mes manualmente. Se agregaron 4 tests para fmtPeriod, quedando en 32 tests pasando.

También se corrigió que TalentCard no cargaba athlete_recruitment_profile porque select('*') en athletes no hace join automático — se agregó query paralela explícita."
Session 6 — Athlete Voice + fix escala -2/+2 en todo el sistema,"June 9, 2026",,"Escala uniforme -2/+2 para todas las evaluaciones del sistema (on-court, physical subjetivo, character) — tanto en el NR del coach como en el Athlete Voice del atleta. El PTF es diferente: usa escala 1-5 de percepción relativa al plan, lo cual es intencional y se respeta.

El pipeline de display es siempre: valor DB (-2/+2) → ocTo5() → display 1-5 con SCORE5_LABEL y score5Color().","- Próxima sesión: crear tablas de torneos en DB (tournaments + athlete_tournaments) y conectar MisTorneos.jsx + PostTorneo.jsx a Supabase — actualmente usan datos dummy.
- Sesión siguiente: auditar los 6 bugs de escala documentados en el kanban (AlumnoDetalle, Expediente, validaciones de rango, unificar avg(), tests de pipeline).
- Commit pendiente de esta sesión — Marco hace push desde su terminal.",Complete,"Se resolvieron dos bugs pendientes de la sesión anterior: NuevoReporte no precargaba datos en modo edición (Supabase PostgREST v12 devuelve relaciones con FK única como objetos planos, no arrays — se aplicó guard Array.isArray en todos los puntos de acceso), y los círculos de score en ReportesPorPeriodo aparecían en blanco por la misma causa.

Se construyó el formulario Athlete Voice completo: componente AthleteVoice.jsx con tres tabs (On-court, Physical, Character), ruta /portal/athlete-voice, y card de entrada en AtletaInicio que aparece solo si hay un reporte activo ese período y muestra 'Pendiente' o 'Completo' según el estado.

Durante la construcción se descubrió que report_athlete_voice fue creada con escala 1-5 para todos los campos. Se migró la DB en dos pasos: primero los campos on-court a -2/+2, y luego physical y character también a -2/+2 — con migración de datos de las 2 filas existentes en report_character usando el mapeo value-3. NuevoReporte.jsx fue corregido para que el tab de Character use [-2,-1,0,1,2].

Se detectó y corrigió un bug en /mi-rendimiento donde el promedio de carácter (+2 y +1) aparecía como '2/5 — Inconsistente' porque nunca pasaba por ocTo5(). También se corrigió charColor() en ReportesPorPeriodo que usaba thresholds 2.5/3.5 de la escala vieja.

Se identificaron 6 bugs latentes en la capa de display de escalas y se documentaron en el kanban como tarea de backlog."
Session 8 — Tablas de torneos y flujo coach/atleta completo,"June 9, 2026",,"El coach registra el torneo + quiénes participaron, sin tocar los resultados. El atleta llena su resultado (ronda, score, victoria, modalidad) dentro del PTF —no en un paso separado. Los torneos están 'por arriba' del RLS de coaches: cualquier coach puede registrar y ver torneos para cualquier atleta de la academia.

Integración de API de UTR/ITF/AMTP queda diferida. Marco apuesta por UTR cuando lleguemos a eso.","- 6 bugs de escala pendientes de la sesión anterior (AlumnoDetalle, Expediente, validaciones de rango, unificar avg(), tests de pipeline)
- Tour de plataforma para encontrar edge cases y definir qué falta antes de invitar a coaches y atletas a producción
- Historial de torneos en el perfil del atleta (vista coach): ver cada PTF individual + AI summary del avance en torneos (Marco prefiere el approach de resumen automático sobre revisión manual)
- PTFs probablemente reciban resistencia por su longitud — evaluar si acortar el flujo o cambiar el approach antes del lanzamiento",Complete,"Se construyó el sistema completo de torneos en Supabase y se conectó al portal. En DB se crearon las tablas tournaments (catálogo de eventos) y athlete_tournaments (participación del atleta), y se agregó athlete_tournament_id como FK en post_tournament_forms para vincular el PTF al registro. Se actualizó el RLS para que cualquier coach pueda gestionar torneos para cualquier atleta —no solo los suyos— y para que todos los coaches puedan leer PTFs de cualquier atleta en su vista de torneos.

En el flujo del coach: se creó NuevoTorneoCoach.jsx con checklist multi-atleta (el coach selecciona quiénes participaron; puede seleccionar todos con un botón). El formulario del coach solo captura los datos del torneo (nombre, tipo, categoría, fecha de inicio, sede); los campos de resultado los llena el atleta. Se creó coach/Torneos.jsx en /portal/torneos que lista todos los torneos con sus atletas y el estado del PTF (pendiente/completado) por atleta. 'Registrar torneo' ahora vive dentro de esta sección, no en el nav directamente.

En el flujo del atleta: MisTorneos.jsx se migró de datos dummy a Supabase real. PostTorneo.jsx recibió los campos de resultado (ronda alcanzada con Q1/Q2/Q3 incluidas, resultado del último partido, ¿ganaste?, modalidad) en el bloque de Partido, y al enviar el PTF también actualiza el athlete_tournament con esos valores. Se creó torneoOpciones.js con las constantes compartidas de tipos, categorías y rondas. Se corrigió el bug de ruta faltante (/portal/torneos/nuevo no estaba en App.jsx)."
Session — QA tour end-to-end + fixes pre-presentación,"June 11, 2026",,"El W/L se calcula por partidos asumiendo eliminación directa (si ganó el último partido ganó todos; si no, perdió solo el último) a partir de partidos_jugados capturado en el PTF — se reemplazará con data real al integrar UTR/ITF. La ronda 'Campeón' se eliminó por redundante con Final + victoria. El resultado del torneo es obligatorio cuando el PTF está ligado a un torneo, y el PTF es editable (update, no duplicado). Las gráficas de talent card y rendimiento se limitan a los últimos 5 periodos. El alta de atletas sigue sin implementarse por diseño, pendiente de definir con los coaches (F2).","Próxima sesión: F1 auth de coaches (sign up / log in — hoy solo existe para atletas, bloquea invitar coaches) y agrandar la gráfica de trayectoria global de la talent card para ocupar todo el ancho (hoy ~45%). Backlog: B6 autofill de Google en login, F7 vista de PTFs por torneo para el coach (+ AI summary post-MVP), F2 definición de alta de atletas con coaches, F8 dobles post-MVP. El index.lock de git reaparece tras cada operación del sandbox — borrarlo manualmente si estorba. Push del commit 51a352d pendiente de confirmar en GitHub.",Complete,"Tour de QA completo de la plataforma previo a la presentación al equipo. Se crearon dos documentos en /docs: la guía de QA con las 19 funcionalidades por rol, el mapa de las 4 cadenas end-to-end y checklist de ~25 pasos con las tablas de Supabase a verificar; y el reporte de hallazgos con 11 bugs y 8 features, todos con task en el kanban (B1–B11, F1–F8). Se arreglaron en la misma sesión: B4 (las fechas de periodo se mostraban un mes atrás por parse UTC — la data estaba bien, el reporte de junio sí existía), B3 (validación de que ningún reporte sea anterior al mes de ingreso), B5 (la percepción de la talent card ahora compara reportes de periodo coach vs Athlete Voice en vez del placeholder de PTFs, con labels de rúbrica y círculo verde cuando están alineados), B1 (W/L conectado y luego evolucionado a récord por partidos con la columna partidos_jugados que el PTF ahora pregunta), B2, B7 (ronda Campeón eliminada), B8, B9 (Athlete Voice con selector de periodos disponibles), B10 (sparkline de UTR se dibujaba fuera del viewBox), B11 (el PTF de La Hacienda guardó nulls en el resultado — ahora esos campos son obligatorios, el error se surfacea, reenviar actualiza en vez de duplicar y el PTF completado es editable desde Mis Torneos con prefill completo), y F3–F6 en el expediente (táctica con sección propia, descripciones inline, explicación del FMS, números en la gráfica). Se sembró un perfil demo completo de 5 periodos con las 4 dimensiones + Athlete Voice, UTR 9.6→10.3 y 10 torneos con rondas variadas y PTFs; al cierre de la sesión esa data se movió de Sofía (dummy) a Marco Damián, que es la cuenta real registrada — Marco queda con 5 reportes (feb–jun, ingreso ajustado a feb 2026), 12 torneos y 12 PTFs. Commit 51a352d con lint, 53 tests y build verdes; push en queue en GitHub."
Session — Mobile First: Cards en AlumnoDetalle + Overflow Fix,"June 21, 2026",,Cards en vez de tablas en mobile para Técnica y Táctica (breakpoint md: 768px). No usar overflow-x-hidden en el outlet wrapper de PortalLayout — solo en html/body — para no bloquear el scroll horizontal de tablas internas. min-w-0 en todos los Shell divs es el requisito para que overflow-x-auto funcione como scroll container en una cadena flex.,"1. Marco debe correr git push desde su terminal (el sandbox no pudo hacer el último commit por HEAD.lock — borrar con rm .git/HEAD.lock si persiste). 2. Pendiente configurar Vercel env var: VITE_COACH_INVITE_CODE=ttpa-coaches-2026. 3. Próxima sesión: hablar sobre inconsistencias de diseño entre componentes y definir qué ajustar. 4. En roadmap: pantalla de reportes pendientes (F7), landing page, final tests → launch.",Complete,"Sesión de continuación del mobile-first pass iniciado en la sesión anterior. Se completó el rediseño de las secciones de Técnica y Táctica en AlumnoDetalle: en mobile (<768px) ahora se muestran como filas horizontales (label | score | etiqueta | delta) via el nuevo componente ScoreRow, y en desktop el grid original DimCell de 6 y 5 columnas se mantiene. Se diagnosticó y resolvió el bug de tablas que se 'escondían' en viewports pequeños: el origen era overflow-x-hidden en el outlet wrapper de PortalLayout, que clipeaba el contenido en vez de dejarlo scrollear. La fix fue quitar overflow-x-hidden del wrapper (ya lo tienen html y body desde index.css) y agregar min-w-0 a los 10 Shell divs del portal para que overflow-x-auto en las tablas funcione como scroll container real. Al final, todo se ve correctamente a 600px y los viewports más pequeños scrollean las tablas en vez de clipearlas. Commits: feat mobile-first pass completo + fix overflow mobile."
Session — Design Polish P1–P4 + DB fixes · 22 Jun 2026,"June 22, 2026",,"Email confirmation queda deshabilitado para el MVP — el flow de signup actual no soporta el INSERT del atleta con confirmation habilitada. Armando Tlacaelel es el único registro de ese coach, ligado a mailto:tlaca@toptenis.mx. Content management para la persona de diseño/marketing: recomendación es admin panel en la plataforma + Supabase Storage (sin servicios externos).","Marco debe deshabilitar email confirmation en Supabase (Authentication → Sign In / Providers → Email) antes de volver a testear el signup de atletas. Commit y push pendientes de toda la sesión: P1-P3 design polish, Dashboard fix (Desconocido → /login), Signup fix (signOut on INSERT failure). Próxima sesión: landing page + admin panel de content management para persona de marketing.",Complete,"Sesión de final polish basada en el review de Claude Design. Se implementaron los cuatro Ps: P1 rediseñó ReportesPorPeriodo con el componente PendingStrip (muestra atletas sin reporte y AV pendiente por nombre), period picker con chip ACTUAL y flecha derecha deshabilitada en el período actual, bordes izquierdos de colores en cada fila de la tabla, y botón '+  Crear reporte'. P2 rediseñó la pantalla de onboarding del atleta con el componente OnboardingCard (número grande, barra de progreso, estado bloqueado para paso 2 si perfil incompleto) y una propuesta de valor en el header. P3 alineó todas las pantallas de auth (Login, Signup, CoachSignup, RegistroPendiente) al design system: inputs copper on focus, botones uppercase con Bricolage, panel izquierdo verde oscuro, help texts explicativos para el coach dropdown y el código de invitación. P4 (sidebar nav — quitar Nuevo reporte) ya estaba implementado desde P1. En paralelo, se resolvieron bugs de DB: se eliminó el coach duplicado 'Tlacaelel Coach' y se reasignó todo (4 atletas, 5 reportes, report_on_court, report_physical, report_character) a Armando Tlacaelel, ahora ligado a mailto:tlaca@toptenis.mx. Se limpiaron múltiples registros de prueba de Antonio mailto:Aguilar/agantoniolar@gmail.com. Se diagnosticó el bug principal del signup de atletas: email confirmation está habilitado en Supabase, por lo que signUp devuelve session=null y el INSERT del atleta nunca se ejecuta. Fix pendiente: Marco debe deshabilitar email confirmation en Auth → Sign In / Providers. Se arreglaron dos bugs colaterales: Dashboard enviaba a Desconocido users en loop infinito (ahora redirige a /login), y Signup ahora hace signOut si el INSERT falla para no dejar sesiones rotas. Se creó task en backlog para revisar MFA cuando corresponda."
Sesión — Landing page: design polish + restructura de páginas públicas (2ª sesión del día),"June 22, 2026",,"CB Lomas Verdes es la sede, no un programa: Programas.jsx tiene ahora un solo programa (Alto Rendimiento). La evaluación de nivel es el primer paso para unirse, no un programa paralelo. No mencionar SwingVision en el sitio público todavía — se usa lenguaje neutro ('datos reales', 'análisis de partido') hasta que la integración esté activa. UTR mock data usa rango 6.5–8.7 para reflejar el nivel real de atletas de alto rendimiento en TTPA.","Marco debe hacer commit y push desde su terminal (rm .git/index.lock + git add -A + git commit + git push). CMS / panel de administración de contenido queda pendiente para la siguiente sesión. Tasks de backlog en Notion: video hero (CMS), sección Camino a USA con equipo, quotes reales de atletas y padres, acceso diferenciado para recruiters.",Complete,"Segunda sesión del día (22 Jun 2026). Se continuó el trabajo de la sesión anterior que había reescrito Home.jsx desde cero. Se verificó que lint pasaba limpio y 53 tests en verde antes de cualquier cambio nuevo. Se aplicaron dos rondas de fixes a las páginas públicas del sitio.

Primera ronda (ajustes de contenido en Home.jsx): UTR mock data subido a rango más realista para atletas de alto rendimiento (6.5–8.7 en lugar de 3.8–5.1); todos los em dashes eliminados; referencias a SwingVision reemplazadas por 'análisis de partido' / 'datos reales' para no ligarse a la empresa todavía; tabla del historial de períodos compactada para que UTR sea visible en móvil sin scroll y se eliminó el badge 'Actual'; sección de padres actualizada de 'desde los 14 años' a 'desde el inicio'; badge de Armando corregido (em dash → punto medio).

Segunda ronda (design polish en 6 archivos): En Nosotros, Programas, Torneos y Alianzas se añadió textura diagonal SVG con opacity-[0.04] + gradiente overlay + eyebrow text a todos los heroes verdes vacíos. En Torneos, typeBadge() migrado a colores de marca (ITF verde oscuro, UTR naranja, AMTP verde medio); sección de próximos torneos rediseñada de tarjetas con border-l a filas separadas por hairline con la fecha en Playfair Display text-2xl; h2s añadidos font-['Playfair_Display']. En CaminoUSA: fix crítico 'Alejandro pasó' → 'Armando pasó'; credibilityCards y FAQ pasados de rounded-xl a rounded-none border border-gray-200; h2s con Playfair. En Alianzas: nuevo hero verde con h1 de Playfair, párrafo intro movido al hero, logos placeholder eliminados y reemplazados por nombre del aliado en Playfair, YONEX sin wrapper gris. En Home y Nosotros, YONEX también actualizado a texto Playfair sin wrapper. Programas.jsx restructurado: se eliminó Programa 2 (CB Lomas Verdes); quedó un único programa (Alto Rendimiento), CB como sección 'Nuestra sede', y Evaluación como sección 'El primer paso'. Lint y tests pasaron limpio en ambas rondas."
Session — CDS completo: Content Delivery System · 23 Jun 2026,"June 23, 2026",,"Rol Content aislado: la content manager no tiene acceso a datos de atletas ni reportes. Videos: YouTube no listado, no Supabase Storage (costo y performance). Fotos de highlights: curadas, sin periodos — 5 fotos totales por atleta, la content manager elige las mejores. Dimensiones de imagen definidas desde los layouts reales del sitio. Múltiples content managers pueden usar el mismo código de invitación.","Bloque 4 pendiente: conectar páginas públicas (Home, CaminoUSA, Nosotros, Programas) a content_blocks y media_assets para que lean de DB en lugar de texto hardcodeado. Vista del atleta para ver sus propios highlights (pendiente hasta después del Bloque 4). Coach Summary View en backlog. El .git/HEAD.lock se genera desde el sandbox — Marco debe hacer rm y git push desde su terminal local.",Complete,"Sesión enfocada en construir el CDS (Content Delivery System) de punta a punta — el panel de administración de contenido para la content manager de Top Tennis, sin tocar código.

Antes de arrancar se agregó al backlog la task de Coach Summary View (vista de todos los atletas para coaches: editable los suyos, viewable todos).

Se definió la arquitectura completa del CDS en conversación con Marco: rol 'Content' aislado de coaches/atletas (no ve datos de atletas), imágenes a Supabase Storage, videos vía YouTube no listado (no Supabase), fotos de highlights curadas por la content manager sin concepto de periodos.

Bloque 1 — DB + Storage: se crearon las tablas content_managers, content_blocks y media_assets con RLS completo. Bucket public-media en Supabase Storage con lectura pública y escritura solo para Content.

Bloque 2 — Auth: useAuth.jsx actualizado para detectar content_managers y asignar rol 'Content'. Nueva página /registro-content con código de invitación (VITE_CONTENT_INVITE_CODE). Sidebar actualizado con navegación propia para Content. Dashboard redirige a /portal/contenido. App.jsx con rutas nuevas.

Bloque 3 — Panel de contenido: PanelContenido.jsx con 5 tabs funcionales — Perfiles (mosaico de fotos), Highlights (por atleta), Videos (YT URLs para sitio público), Imágenes (upload con hints de dimensiones), Texto (editor inline por slot y página).

Bloque 5 — Perfiles: migration para agregar foto_url a coaches. Tabla athlete_media para highlights. RLS para que content manager pueda leer todos los atletas y actualizar foto_url. Tab Perfiles: grid de atletas y coaches con clic para subir/reemplazar foto (600×800 px portrait).

Bloque 6 — Highlights: Tab Highlights con selector de atleta, 5 slots de foto con drag & drop (1200×900 px mín.) y 5 slots de video por golpe (forehand, backhand, servicio, volea, devolución) vía YouTube URL.

Se detectó y corrigió un bug de ruta: los archivos escritos iban a una carpeta duplicada (top-tenis-performance-academy/top-tenis-performance-academy/src) en lugar del src real. Se corrigió copiando al path correcto."
Coach Summary View (Equipo) — sesión adicional 23 Jun,"June 23, 2026",,"Cards como default (mobile-first) con toggle a tabla. Borde cobre izquierdo + badge 'Tuyo' identifica atletas propios. Lógica de permisos vive en el componente (isOwn = http://athlete.coach_id === http://user.coach_id), sin rutas separadas. Pills de reportes navegan al AlumnoDetalle, no a una vista de reporte independiente. RLS de escritura sin cambios — solo se añadió lectura cruzada.","Bloque 4 pendiente: conectar páginas públicas (Home, CaminoUSA, Nosotros, Programas) a content_blocks y media_assets para que lean de la DB en lugar de texto/imágenes hardcodeadas.",Complete,"Sesión adicional del 23 Jun. Se diseñó y construyó de punta a punta la vista Equipo para coaches. Primero se discutió el diseño: cards mobile-first como layout principal con toggle a tabla, ordenado por UTR descendente, tabs 'Mis atletas / Equipo' en la sección de Atletas. Se construyó un mock visual interactivo en el chat para validar la idea antes de codear. Después se implementó todo: nuevo Equipo.jsx con query batched de atletas + coaches + reportes + métricas, cards con borde cobre para atletas propios y badge 'Ver' para ajenos, pills de últimos 3 reportes por atleta con dot verde/gris según completado. Se actualizó AlumnoDetalle.jsx para modo solo lectura cuando el coach no es el dueño del atleta (oculta botón de nuevo reporte, muestra 'Solo lectura'). Se aplicó una migración en Supabase con 4 políticas RLS SELECT para lectura cruzada de reportes entre coaches, sin tocar permisos de escritura. Lint y tests pasaron sin errores, commit hecho."
Session 17 — Scraper de rankings AMTP,"June 23, 2026",,,,Complete,
Session 18 — Planes trimestrales con validador de observaciones,"June 25, 2026",,"Sin KRs — solo un objetivo de texto por sub-dimensión, cualitativo y subjetivo. Si el coach no menciona una dimensión, no se genera objetivo (nullable por diseño). El validador es advisory — el coach puede saltarse la validación y generar directo. Las intenciones de mantenimiento también deben venir del texto del coach, no se auto-generan. Period lookup en reportes: lte(period_start, periodo) + gte(period_end, periodo) para encontrar el plan que cubre un mes dado.",Marco quiere repensar el sistema de planning y su conexión con las dimensiones — la configuración actual de sub-dimensiones no le convence. La próxima sesión arranca desde cero con ese rediseño antes de continuar con cualquier otra cosa del feature.,Complete,"Se construyó de cero el sistema de planes trimestrales de la plataforma. Migración en Supabase: tablas quarterly_plans y quarterly_plan_objectives con RLS (coaches CRUD sus propios planes, atletas read-only sobre planes activos). Se desplegó la Edge Function generate-quarterly-plan: recibe el dump de observaciones del coach en lenguaje natural y usa GPT-4o-mini para estructurar objetivos por sub-dimensión (máx uno por sub-dim, solo las mencionadas). Se construyó PlanesCoach.jsx, un wizard de 3 pasos: seleccionar atleta y período → escribir observaciones y generar → revisar y editar objetivos inline antes de guardar. Se agregó la sección Planes al sidebar de coaches y su ruta en App.jsx. Los objetivos generados se integran en NuevoReporte y AthleteVoice: cada sub-dimensión muestra su objetivo trimestral activo como contexto al momento de llenar el reporte mensual.

Sobre el validador: se desplegó la Edge Function validate-quarterly-plan, también con GPT-4o-mini (temperature 0.1), que analiza el dump del coach contra las 21 sub-dimensiones y retorna: dimensiones no cubiertas (con sugerencia de cómo agregar intención de mantenimiento en el texto) y descripciones vagas con razón específica. El botón Validar aparece en step 2 junto a Generar — es advisory only, no bloquea. Los resultados se limpian automáticamente al editar el textarea. Todo lint y tests pasando (53 tests), commit hecho."
Session 19 — Rediseño de planning + measurement (scope),"June 25, 2026",,"1) El objetivo es el instrumento de medición del -2..+2 (se evalúa contra el plan); la prioridad es precisión y anclas, no targets numéricos salvo en physical. 2) Objetivo estructurado (diagnóstico/objetivo/anclas) en vez de texto libre; gramática estándar con 'de forma consistente' como default revisable; ejes de progresión fijos por dimensión. 3) Máximo 5 focos + mantenimiento por trimestre. 4) Cierre de loop con retrospective de coach y atleta y status completed; el handoff del periodo inmediatamente anterior es modelo core, mientras que la ingesta de carrera completa (todos los reportes/UTR/torneos) queda como futuro.","1) Review del scope con los coaches ANTES de empezar el build — es gate, no arrancar build sin su buy-in. 2) Retomar la landing con algunos detalles del main coach. 3) Build pendiente: primer ladrillo = migración de schema (campos nuevos en quarterly_plan_objectives y quarterly_plans). 4) Decisiones abiertas del doc: confirmar si 'consistencia' basta como estándar tras ver lotes generados; decidir si objective_text se depreca o se deja como derivado.",Complete,"Sesión adicional del mismo día (después de Session 18). Sesión de scoping, sin build. Revisamos el sistema actual de planes (PlanesCoach.jsx, edge functions generate-quarterly-plan y validate-quarterly-plan, schema de quarterly_plans/objectives y de los report*). El problema central: los objetivos generados salen vagos. Identificamos que es estructural, no de prompt: como el -2..+2 se evalúa contra el plan, el objetivo ES el instrumento de medición, así que para técnica/táctica/carácter no hacen falta targets numéricos sino una rúbrica observable (las anclas). Definimos la anatomía estructurada del objetivo (diagnóstico que sale de las observaciones, objetivo con gramática estándar, y 5 anclas construidas sobre un eje de progresión fijo por dimensión: transferencia para técnica/táctica, frecuencia para carácter, bandas numéricas para physical). Acordamos el modelo de máximo 5 focos + mantenimiento por trimestre. Cerramos el loop trimestral: cierre con outcome + final_assessment por foco y retrospective de coach y atleta, con status completed como trigger del handoff periodo→periodo — donde la generación del siguiente plan ingiere outcomes, la trayectoria de los 3 scores mensuales -2..+2, y los retrospectives, con cold-start como requisito de captura desde el primer plan. Entregables: docs/http://scope-planning-measurement.md (scope completo) y un mockup HF de la pantalla de revisión. Task de Notion 'Scope: rediseño de planning + measurement' quedó en In Review."
Session 20 — Build de planning + measurement v2 (primera rebanada),"June 26, 2026",,"Anclas generadas por LLM con peldaños fijos -2..+2, aprobadas por el coach. Escala = trayectoria vs plan (0 baseline, -2 solo por carryover). objective_text deprecado (bridge temporal). HITL: regenerar exige comentario; sin auto-regen en v2 (futuro con datos). Sin pipeline de eval externo a baja escala; logs day-one como semilla. Validador advisory + horizonte trimestral; ranking es resultado, no objetivo. Objetivo = prescripción estructural, no síntoma invertido. Un solo foco + resto en mantenimiento es válido.","PENDIENTE DE COMMIT/PUSH: el sandbox no pudo borrar un .git/index.lock viejo — Marco debe correr 'rm .git/index.lock' y luego el commit+push (cambios: PlanesCoach.jsx, docs/http://scope-planning-measurement.md, supabase/functions/generate-quarterly-plan/index.ts). Falta test en vivo del prompt pm-v2.2. NO construido (tasks en Backlog): guardrail no-bloqueante de dump vago (High), estado draft persistente (High), guard 1-plan-por-atleta/periodo (High), validate-quarterly-plan v2 (rúbrica + horizonte), medición mensual -2..+2 en UI, close-quarterly-plan + retrospectives + handoff, epic de voz (dump por voz, log de anotaciones por atleta, regeneración por voz), edición intra-trimestre (backlog), catálogo físico + baselines (open item).",Complete,"Sesión larga de diseño + build de la v2 de planning + measurement. Primero cerramos todas las decisiones de aterrizaje pendientes: anclas generadas por LLM (peldaños -2..+2 fijos, descripción variable) y aprobadas por el coach; corrección clave de la semántica de escala (mide trayectoria vs plan: 0 = baseline 'por buen camino', -2 = rezagado/estancado, NO 'estado actual'; un foco entra en -2 solo por carryover); deprecación de objective_text; el mantenimiento también se mide; HITL = el coach no edita, comenta y regenera (comentario obligatorio para evitar drift), sin auto-regen en v2; sin pipeline de eval externo a baja escala (rúbrica dentro de la generación + tabla de feedback day-one); validador advisory con criterio de horizonte trimestral (ranking/Top 100 ITF = resultado, fuera). Luego construimos la primera rebanada: migración de schema v2 (columnas tipo/diagnostico/objetivo/anchors/carryover/outcome/retrospectives en plans+objectives, tabla objective_generation_log con linaje root/parent + RLS, limpieza de los 2 planes dummy); Edge Function generate-quarterly-plan reescrita a modos identify/generate/regenerate (de v3 a v6); y reescritura de PlanesCoach.jsx al flujo de 4 pasos (dump -> identify -> selección de focos <=5 con carryover vs nuevas -> revisión por feedback con anclas visibles + rúbrica corta), con captura del log al guardar y bridge objective_text=objetivo para no romper NuevoReporte/AthleteVoice. Hicimos dos rondas de test en vivo con dumps reales y afinamos el prompt dos veces: gramática de prescripción (prohibir 'mejorar/trabajar', few-shot con ejemplos de Marco), regenerar que reescribe el feedback en vez de copiarlo verbatim, priorización de selección por urgencia, y prescripción ESTRUCTURAL (apuntar a la causa mecánica, no al síntoma invertido) -> prompt pm-v2.2. Todo documentado en docs/http://scope-planning-measurement.md (§13, §14, §15). Verificación: ESLint limpio, 53/53 tests, build OK."
